text,true emotion,GPT 4.1,GPT 4.1 mini,Gemini 2.5 Flash
聽起來不錯，走吧。,平淡語氣,開心語調,開心語調,開心語調
他平常也這樣嗎？那他人際關係不就很糟糕？,疑問語調,疑問語調,疑問語調,關切語調
哇！他竟然會送你？怎麼可能！,開心語調,驚奇語調,驚奇語調,驚奇語調
為什麼，你為什麼會這樣覺得？,關切語調,疑問語調,疑問語調,疑問語調
別擔心，咬牙撐過就好了。,關切語調,關切語調,關切語調,關切語調
哇！多少錢？這效能好嗎？,開心語調,驚奇語調,疑問語調,驚奇語調
哇！運氣真背，找客服投訴吧！,憤怒語調,驚奇語調,驚奇語調,憤怒語調
是嗎？還好我都自己帶便當。,平淡語氣,平淡語氣,疑問語調,平淡語氣
不然現在就訂火車票，回去看看他們？,關切語調,疑問語調,疑問語調,
哇！真的假的？要打開來看看嗎？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
我下週比較有空，我們約個時間。,平淡語氣,平淡語氣,平淡語氣,平淡語氣
他做了什麼事？,疑問語調,疑問語調,疑問語調,疑問語調
厲害喔！要不要秀一下！,開心語調,開心語調,驚奇語調,開心語調
別逼自己太緊，放鬆一下吧，你也可以跟我聊聊。,關切語調,關切語調,關切語調,關切語調
那就小心點不要給他你的個資就好了。,關切語調,平淡語氣,疑問語調,關切語調
哇！終於啊！以後不能笑你了，那我們什麼時候去游泳呢？,開心語調,開心語調,驚奇語調,開心語調
真的是！他總是那樣，讓人受不了。,憤怒語調,憤怒語調,憤怒語調,厭惡語調
真的很難吃，下次不要再去了。,平淡語氣,厭惡語調,厭惡語調,厭惡語調
人總有這樣的時候，堅持下去，你會好起來的。,關切語調,關切語調,關切語調,關切語調
哇，這麼巧！你們聊了什麼？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
我們可以先討論一下不同的解決方案，然後再決定。,平淡語氣,平淡語氣,關切語調,平淡語氣
真的嗎？還是要換別的款式？,疑問語調,疑問語調,疑問語調,疑問語調
讚喔，那我們下次去吃。,開心語調,開心語調,開心語調,開心語調
為什麼？沒有再聯絡了嗎？。,關切語調,疑問語調,疑問語調,疑問語調
這是一個重要的決定，有什麼特定的原因嗎？,平淡語氣,疑問語調,疑問語調,疑問語調
哇，真是意外！你們有聯絡上嗎？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
聽起來你現在過得不容易，有什麼我可以幫忙的嗎？,關切語調,關切語調,關切語調,關切語調
我們可以討論一下，你有什麼想法嗎？,平淡語氣,疑問語調,疑問語調,疑問語調
太好了！這一定是一個很大的成就，能分享一下你的目標嗎？,開心語調,開心語調,開心語調,開心語調
會有這樣的感覺很正常，你是對什麼感到擔憂呢？,關切語調,關切語調,關切語調,關切語調
是哪部分的工作讓你感到這麼厭惡？,疑問語調,疑問語調,疑問語調,厭惡語調
這種情況讓人很失望，你有機會表達你的意見嗎？,憤怒語調,悲傷語調,關切語調,悲傷語調
好的，這些文件有什麼特別需要注意的嗎？,平淡語氣,疑問語調,疑問語調,疑問語調
真是太令人驚訝了！你是如何得知這個消息的？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
這種感覺很難受，是否有具體的情況讓你覺得如此？,關切語調,關切語調,關切語調,關切語調
太好了！是什麼樣的讚美呢？,開心語調,開心語調,驚奇語調,開心語調
那聽起來不錯，有什麼特別的事情發生嗎？,平淡語氣,疑問語調,疑問語調,疑問語調
演講前的緊張感很正常，你準備好了嗎？,關切語調,關切語調,疑問語調,關切語調
是節目的哪部分讓你感到無聊呢？,疑問語調,疑問語調,疑問語調,疑問語調
這真是讓人生氣，你能否找到解決方案來改善這種情況？,憤怒語調,憤怒語調,憤怒語調,憤怒語調
哇，恭喜你！這一定是很大的成就，你打算怎麼慶祝呢？,開心語調,開心語調,開心語調,開心語調
那聽起來不錯，這技能是關於什麼的？,平淡語氣,疑問語調,疑問語調,疑問語調
聽到你這麼說我很擔心，你有考慮過尋求幫助嗎？,關切語調,關切語調,關切語調,關切語調
哇，這真是意外！她還會說什麼語言嗎？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
這真的很讓人很生氣，你能否和他們討論一下以改善溝通？,憤怒語調,憤怒語調,憤怒語調,憤怒語調
好的，我可以幫你找找相關資料。,平淡語氣,平淡語氣,平淡語氣,平淡語氣
不用擔心，可能可以找人幫助你或者制定一個計劃來解決這個問題。,關切語調,關切語調,關切語調,關切語調
哇，那真的很酷！你最喜歡他的什麼設定呢？,開心語調,驚奇語調,驚奇語調,開心語調
這聽起來很難過，是發生了什麼事情嗎？,關切語調,悲傷語調,關切語調,關切語調
真是意外的重逢！你們有聊什麼嗎？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
有什麼特別讓你不喜歡的味道嗎？,疑問語調,疑問語調,疑問語調,疑問語調
那很重要，有什麼新的計劃嗎？,平淡語氣,疑問語調,疑問語調,疑問語調
你會緊張很正常，可以試著制定一個學習計劃來幫助你準備。,關切語調,關切語調,關切語調,關切語調
哇，聽起來很棒！電影的名字是什麼？,開心語調,驚奇語調,驚奇語調,
這聽起來很難受，有沒有什麼我可以做的來幫助你？,關切語調,關切語調,關切語調,關切語調
哇，真是羨慕！那隻狗是什麼品種的？,驚奇語調,驚奇語調,驚奇語調,開心語調
這樣的服務真的不應該，是否有機會向負責人反映你的不滿？,憤怒語調,憤怒語調,疑問語調,憤怒語調
聽起來像是個不錯的主意，你有想過要嘗試什麼新事物嗎？,平淡語氣,疑問語調,疑問語調,疑問語調
理解你的擔心，試著尋找一些建議或者諮詢專業人士會有幫助。,關切語調,關切語調,關切語調,關切語調
太好了！你們聊了什麼？,開心語調,開心語調,驚奇語調,開心語調
聽到你這麼說我很擔心，是什麼讓你這樣覺得？,關切語調,關切語調,關切語調,關切語調
哇，這真是個驚喜！你有什麼感想呢？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
哦，是哪種類型的？,平淡語氣,疑問語調,疑問語調,疑問語調
哇，真棒！是什麼禮物？,開心語調,驚奇語調,驚奇語調,開心語調
聽到你這麼說我很難過，你有考慮過重新調整一下你的目標嗎？,關切語調,悲傷語調,關切語調,
哇，真的嗎？你們有聊什麼嗎？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
這樣真的很讓人火大，你能否找一種更好的方式來處理這些事情？,憤怒語調,憤怒語調,憤怒語調,憤怒語調
你有想好要換成什麼樣的工作嗎？,平淡語氣,疑問語調,疑問語調,疑問語調
放心點，準備充分會幫助你提高信心。你有準備好一些常見問題的答案嗎？,關切語調,關切語調,關切語調,關切語調
太棒了！是什麼食譜？可以分享一下嗎？,開心語調,開心語調,開心語調,開心語調
這聽起來很困難，是否有什麼方式可以幫助你放鬆一下？,關切語調,關切語調,關切語調,關切語調
真的嗎？那個貼文說了什麼？,驚奇語調,疑問語調,疑問語調,疑問語調
這種情況真的很讓人生氣，你有嘗試過跟相關的人溝通你的感受嗎？,憤怒語調,憤怒語調,憤怒語調,憤怒語調
聽起來很有條理，今天有什麼特別的計劃嗎？,平淡語氣,關切語調,疑問語調,開心語調
理解你的感受，可能需要一些時間來適應。你有考慮過尋求幫助或支持嗎？,關切語調,關切語調,關切語調,關切語調
太好了！禮物是什麼呢？,開心語調,開心語調,開心語調,開心語調
這種感覺很痛苦，是什麼事情讓你感到這樣？,關切語調,悲傷語調,關切語調,關切語調
哇，真是太令人驚訝了！你們有什麼互動嗎？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
你為什麼覺得這個政策不好？,疑問語調,疑問語調,疑問語調,疑問語調
很好！這些知識對你有什麼幫助？,平淡語氣,疑問語調,疑問語調,
你的擔心很合理，是否有考慮過做一些檢查來確認健康狀況？,關切語調,關切語調,關切語調,關切語調
太棒了！能分享一下嗎？,開心語調,開心語調,開心語調,開心語調
這聽起來很困難，有沒有什麼具體的原因讓你感覺這樣？,關切語調,關切語調,疑問語調,關切語調
真的嗎？那個社團有什麼特別的活動？,驚奇語調,疑問語調,疑問語調,疑問語調
這真的很讓人疲憊，有沒有辦法來減少這些麻煩呢？,憤怒語調,關切語調,疑問語調,關切語調
很好啊，你有學到什麼新技術嗎？,平淡語氣,疑問語調,開心語調,關切語調
那聽起來很困難，是發生了什麼事情嗎？,關切語調,關切語調,關切語調,關切語調
恭喜！項目是什麼呢？,開心語調,驚奇語調,驚奇語調,
這樣真的很讓人生氣，你有考慮過向管理層反映這些問題嗎？,憤怒語調,憤怒語調,憤怒語調,憤怒語調
哇，那真是驚人！那本書有什麼特別之處？,驚奇語調,驚奇語調,驚奇語調,驚奇語調
未來的不確定性確實讓人擔憂，你有考慮過制定一些具體的計劃嗎？,關切語調,關切語調,關切語調,關切語調
這樣的會議確實很浪費時間，有沒有什麼辦法可以改善？,厭惡語調,疑問語調,疑問語調,關切語調
整理得怎麼樣？需要幫忙嗎？,平淡語氣,關切語調,關切語調,關切語調
太棒了！能說說是什麼獎嗎？,開心語調,開心語調,驚奇語調,開心語調
怎麼會這樣，居然有這樣的轉折！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
我完全沒有料到，這竟然會是這個結局！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
這種情況我完全沒預料到，真是太驚訝了！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
這簡直不可能，怎麼會是這樣！,驚奇語調,驚奇語調,憤怒語調,憤怒語調
真是太出乎意料了，我完全無法想像會是這樣！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
這真的是奇蹟嗎？太讓人震驚了！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
我真不敢相信，居然會發生這樣的事！,驚奇語調,,驚奇語調,驚奇語調
這一切完全超出了我的想像，真的是太神奇了！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
我怎麼都沒想到會有這樣的情節，真是太驚奇了！,驚奇語調,驚奇語調,驚奇語調,驚奇語調
怎麼會有這種人，真讓人感到噁心！,厭惡語調,厭惡語調,厭惡語調,厭惡語調
這樣的行為讓我感到無比厭惡，真想遠離你。,厭惡語調,厭惡語調。,厭惡語調,厭惡語調
我真是不想再見到你了，這樣的你讓我討厭。,厭惡語調,厭惡語調,厭惡語調,
你怎麼這麼冷酷，完全不顧別人的感受，真讓人反感。,厭惡語調,厭惡語調,厭惡語調,憤怒語調
這些話聽起來真讓人不舒服，我怎麼能接受！,厭惡語調,厭惡語調,憤怒語調,
我真的是受夠了，這種行為太惡心了。,厭惡語調,厭惡語調,厭惡語調,
每次見到這樣的情況，我都感到無比厭惡。,厭惡語調,厭惡語調,厭惡語調,厭惡語調
這根本不配被原諒，真的讓我感到惡心。,厭惡語調,厭惡語調。,厭惡語調,厭惡語調
你的做法簡直令人作嘔，我再也無法忍受。,厭惡語調,厭惡語調。,厭惡語調,憤怒語調
我怎麼會這麼傻，居然還想信這種人，真是反感。,厭惡語調,厭惡語調,厭惡語調,厭惡語調
每天早晨，我都會做一杯熱咖啡，開始我的一天。,平淡語氣,平淡語氣,平淡語氣,平淡語氣
這條路我走了很多次，沒有什麼特別的感覺。,平淡語氣,平淡語氣,平淡語氣,平淡語氣
我看著窗外，天氣不錯，但也不會去特別想要改變什麼。,平淡語氣,平淡語氣,平淡語氣,平淡語氣
今天的工作順利結束，回到家裡，還是一如既往的安靜。,平淡語氣,平淡語氣,平淡語氣,
午餐時間，我去了附近的餐廳，吃了點簡單的便當。,平淡語氣,平淡語氣,平淡語氣,平淡語氣
我每天都按時吃飯，照常工作，生活其實很平淡。,平淡語氣,平淡語氣,平淡語氣,平淡語氣
看了一部電影，但沒有太多的感觸，結局也算預料之中。,平淡語氣,平淡語氣,平淡語氣,平淡語氣
他看了看天，然後繼續往前走，沒說什麼。,平淡語氣,平淡語氣,平淡語氣,平淡語氣
